,name,category,section,description,dimensions,image,page
36,PLA18,Playa,Camping,Sillón de camping plegable tela rayas,0x0x0 (cm),admin/img_prod/PLA18/PLA18-1-720x540.png,41
37,REG18,Religión,Cruces,Cruz de madera de suelo,0x0x0 (cm),admin/img_prod/REG18/REG18-720x540.png,41
38,RU18,Rural,,Orza de barro pintado con tapa cuero,0x0x0 (cm),admin/img_prod/RU18/RU18-720x540.png,41
39,CAB18,Caballete,Pintor,Caballete de pintor de pino plegable,52x50x175 (cm),admin/img_prod/CAB18/CAB18-720x540.png,41
40,ALA19,Alacena,Cocina,Alacena formica marrón 2 puertas,90x35x170 (cm),admin/img_prod/ALA19/ALA19-1-720x540.png,41
41,ALF19,Alfombra,Comedor  Salón,Alfombra dibujos rojos,300x160x1 (cm),admin/img_prod/ALF19/ALF19-720x540.png,41
42,AFC19,Alfombra de cama,Dormitorio,Alfombrín de cama jarapa verde con fleco,135x70x1 (cm),admin/img_prod/AFC19/AFC19-720x540.png,41
43,AP19,Aparador,Comedor  Inglesa,Trinchero inglés caoba con tapa mármol con espejo,108x55x148 (cm),admin/img_prod/AP19/AP19-1-720x540.png,41
44,ARC19,Arcon,Descatalogado,Descatalogado,0x0x0 (cm),admin/img_prod/ARC19/LOGOTIPO VAZQUEZ- 720x540.png,41
45,AR19,Armario,Dormitorio,Armario caoba puerta con espejo,110x55x195 (cm),admin/img_prod/AR19/AR19-720x540.png,41
46,ATR19,Atril,Religioso,Atril facistol nogal pie torneado con cabeza de 62x60.,85x85x113 (cm),admin/img_prod/ATR19/ATR19-1-720x540.png,41
47,BAC19,Banco,Rústico,Banco rústico con respaldo,155x45x100 (cm),admin/img_prod/BAC19/BAC19--720x540.png,41
