,name,category,section,description,dimensions,image,page
23,BIO1,Biombo,Dormitorio,Biombo 4 hojas tapizado rojo y oro con galón,240x5x170 (cm),admin/img_prod/BIO1/BIO1-1-720x540.png,1
24,BIS1,Bis a bis,Salón,Bis a bis bambú nogal tapizado terciopelo rojo y azul,1x120x105 (cm),admin/img_prod/BIS1/BIS1-1-720x540.png,1
25,BRA1,Brasero,Calefaccion  Medieval,Braseros pletina hierro de palo,30x30x40 (cm),admin/img_prod/BRA1/BRA1-1-720x540.png,1
26,BUT1,Butaca de cine,Cine  Teatro,Fila de 5 asientos de butacas de cine pana roja,254x60x80 (cm),admin/img_prod/BUT1/BUT1-1-720x540.png,1
27,CAB1,Caballete,Frances  Pintor,Caballete de pintor Luis XV dorado,75x75x215 (cm),admin/img_prod/CAB1/CAB1-1-720x540.png,1
28,CAR1,Caja registradora,Tienda,Caja registradora MCR con cajón,1x1x1 (cm),admin/img_prod/CAR1/CAR1-1-720x540.png,1
29,CF1,Caja fuerte,,Caja fuerte antigua con cajón y copete madera,70x40x128 (cm),admin/img_prod/CF1/CF1-720x540.png,1
30,CAJ1,Caja,Cajas  Militar,Caja de madera gris interior CINC,42x40x34 (cm),admin/img_prod/CAJ1/CAJ1-1-720x540.png,1
31,CA1,Cama,Cabecero  Dormitorio,Cabecero capitoné tapizado terciopelo marrón,173x6x156 (cm),admin/img_prod/CA1/CA1-720x540.png,1
32,REC1,Reclinatorio,Iglesia  Religioso,Reclinatorio nogal terciopelo rojo con capilla tallada,68x95x186 (cm),admin/img_prod/REC1/REC1-1-720x540.png,1
33,CARR1,Carretilla,Rústico,Carretilla de plataforma de madera,150x50x53 (cm),admin/img_prod/CARR1/CARR1-1-720x540.png,1
34,CSE1,Carro de servicio,Jardín  Mimbre,Carro de servicio de caña,0x0x0 (cm),admin/img_prod/CSE1/CSE1-1-720x540.png,1
35,CTN1,Catenaria,,Catenaria madera torneada con base cuadrada,24x24x110 (cm),admin/img_prod/CTN1/CT1-720x540.png,1
36,CH1,Chaiselongue,Salón,Chaiselonge tapizada terciopelo burdeos con cojín,180x70x70 (cm),admin/img_prod/CH1/CH1-720x540.png,1
37,CO1,Cocinas,Cocina  Electrodomestico,Cocina de gas 4 fuegos con 2 cajones BENAVENT,55x57x84 (cm),admin/img_prod/CO1/CO1-2-720x540.png,1
38,COM1,Comoda,Dormitorio  Isabelino,Cómoda isabelina marquetería 4 cajones,135x63x100 (cm),admin/img_prod/COM1/COM1-1-720x540.png,1
39,CON1,Consola,Frances  Recibidor,Consola Luis XVI pintada blanca y oro con chambrana,115x50x85 (cm),admin/img_prod/CON1/CON1-1-720x540.png,1
40,COS1,,Costurero,Costurero nogal con bolsa cratona y cajón,54x30x65 (cm),admin/img_prod/COS1/COS01.bmp,1
41,CU1,Cuadro,Palacio  Pintor  Retratos,Cuadro marco ancho madera fotografía Felipe III (Autor de la Cruz),137x10x240 (cm),admin/img_prod/CU1/CU1-720x540.png,1
42,ANU1,Carteles y anuncios,Tienda,Bolsas de tiendas de papel antiguo,10x1x15 (cm),admin/img_prod/ANU1/ANU1-720x540.png,1
43,ESP1,Espejo,Dormitorio  Frances,Espejo vestidor francés columnas torneadas,95x60x190 (cm),admin/img_prod/ESP1/ESP1-720x540.png,1
44,ES1,Estanteria,Descatalogado,,0x0x0 (cm),admin/img_prod/ES1/LOGOTIPO VAZQUEZ- 720x540.png,1
45,EST1,Estufa,Calefaccion,Estufa salamandra hierro negra,57x47x67 (cm),admin/img_prod/EST1/EST1-720x540.png,1
46,ESTAT1,Estatua,Religioso,Estatua escayola imagen Santo,62x34x110 (cm),admin/img_prod/ESTAT1/ESTAT1-1-720x540.png,1
47,ASP1,Aspiradoras,Electrodomestico,Aspiradora antigua acero con bolsa corinto,1x1x1 (cm),admin/img_prod/ASP1/ASP1-720x540.png,1
